Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nombre completo,Nacido en España,Fecha_nacimiento,Edad_actual,Increment
Laura,Castro Torres,Colòmbia,Medellín,6,6,1997,Mujer,1488.33,No,1.0,Grup B,Laura Castro Torres,False,1997-06-06,28,0.035
Laura,Schmidt,Alemanya,Hamburg,3,5,1956,,1891.9799999999998,Sí,,Grup B,Laura Schmidt,False,1956-05-03,69,0.035
Toni,Romero García,Espanya,Barcelona,12,6,1963,Hombre,1653.9299999999998,No,1.0,Grup B,Toni Romero García,True,1963-06-12,62,0.035
Arnau,Martínez Martínez,Espanya,Sevilla,6,12,1960,Hombre,1851.6149999999998,No,1.0,Grup B,Arnau Martínez Martínez,True,1960-12-06,65,0.035
Anna,López,Espanya,Madrid,17,1,1964,Otros,1348.6049999999998,No,1.0,Grup B,Anna López,True,1964-01-17,62,0.035
Marc,Castells,Espanya,Bilbao,16,12,2002,Hombre,2206.62,No,1.0,Grup B,Marc Castells,True,2002-12-16,23,0.035
Ali,El Amrani El Amrani,Marroc,Rabat,4,5,1971,Hombre,2201.4449999999997,No,1.0,Grup B,Ali El Amrani El Amrani,False,1971-05-04,54,0.035
Juan,Álvarez Fernández,Argentina,Buenos Aires,11,8,1991,Hombre,1461.4199999999998,Sí,,Grup B,Juan Álvarez Fernández,False,1991-08-11,34,0.035
Pau,Sánchez,Espanya,Bilbao,20,5,1994,Hombre,2252.16,Sí,,Grup B,Pau Sánchez,True,1994-05-20,31,0.035
Maria,Pereira Pereira,Portugal,Porto,19,6,1980,Mujer,1730.5199999999998,No,1.0,Grup B,Maria Pereira Pereira,False,1980-06-19,45,0.035
Joan,Romero López,Espanya,Barcelona,11,1,1950,Hombre,2051.37,Sí,,Grup B,Joan Romero López,True,1950-01-11,76,0.035
Laia,Castells Martínez,Espanya,Madrid,8,4,1975,Mujer,1492.4699999999998,No,1.0,Grup B,Laia Castells Martínez,True,1975-04-08,50,0.035
Marta,García,Espanya,Bilbao,23,2,1999,Mujer,1635.3,Sí,,Grup B,Marta García,True,1999-02-23,27,0.035
Marc,Romero,Espanya,Sevilla,2,11,1975,Hombre,1623.915,No,1.0,Grup B,Marc Romero,True,1975-11-02,50,0.035
Arnau,Martínez,Espanya,Madrid,20,12,1999,Hombre,2173.5,No,1.0,Grup B,Arnau Martínez,True,1999-12-20,26,0.035
Carla,Sánchez,Espanya,València,17,8,1975,Mujer,1560.78,Sí,,Grup B,Carla Sánchez,True,1975-08-17,50,0.035
Eva,López Sánchez,Espanya,València,25,4,1987,Mujer,2159.0099999999998,No,1.0,Grup B,Eva López Sánchez,True,1987-04-25,38,0.035
Lucas,Álvarez,Argentina,Buenos Aires,22,3,1984,Hombre,1728.4499999999998,No,1.0,Grup B,Lucas Álvarez,False,1984-03-22,41,0.035
Núria,Martínez Castells,Espanya,Sevilla,8,12,1962,Mujer,1345.5,No,1.0,Grup B,Núria Martínez Castells,True,1962-12-08,63,0.035
Jonas,Schneider Schmidt,Alemanya,Hamburg,15,8,1983,Hombre,1527.6599999999999,Sí,,Grup B,Jonas Schneider Schmidt,False,1983-08-15,42,0.035
Pau,Martínez García,Espanya,Barcelona,15,11,1989,Hombre,2332.89,No,1.0,Grup B,Pau Martínez García,True,1989-11-15,36,0.035
Sofia,Oliveira,Portugal,Lisboa,2,4,1998,Mujer,2076.21,No,1.0,Grup B,Sofia Oliveira,False,1998-04-02,27,0.035
Beatriz,Ferreira,Portugal,Porto,11,5,1950,Otros,1629.09,Sí,,Grup B,Beatriz Ferreira,False,1950-05-11,75,0.035
Joan,Romero Martínez,Espanya,Bilbao,16,2,1996,Hombre,1913.715,No,1.0,Grup B,Joan Romero Martínez,True,1996-02-16,30,0.035
Miguel,González Cruz,Mèxic,Ciutat de Mèxic,7,8,1965,Hombre,2122.785,No,1.0,Grup B,Miguel González Cruz,False,1965-08-07,60,0.035
Eva,Martínez,Espanya,Madrid,13,6,1994,Mujer,1189.215,No,1.0,Grup B,Eva Martínez,True,1994-06-13,31,0.035
Carla,Romero,Espanya,Barcelona,17,6,1998,Mujer,1847.475,Sí,,Grup B,Carla Romero,True,1998-06-17,27,0.035
Jordi,García Castells,Espanya,València,4,7,1970,Hombre,1912.6799999999998,Sí,,Grup B,Jordi García Castells,True,1970-07-04,55,0.035
Maria,Ferreira Ferreira,Portugal,Porto,4,3,1996,Mujer,1962.36,Sí,,Grup B,Maria Ferreira Ferreira,False,1996-03-04,29,0.035
Núria,Martínez,Espanya,València,26,9,1958,Mujer,1978.9199999999998,No,1.0,Grup B,Núria Martínez,True,1958-09-26,67,0.035
Jean,Dubois Moreau,França,Marsella,7,12,1967,Hombre,2008.935,No,1.0,Grup B,Jean Dubois Moreau,False,1967-12-07,58,0.035
Eva,Ferrer,Espanya,Madrid,22,5,1997,Mujer,1268.9099999999999,No,1.0,Grup B,Eva Ferrer,True,1997-05-22,28,0.035
Andrés,González,Mèxic,Guadalajara,13,10,1977,Hombre,1794.6899999999998,No,1.0,Grup B,Andrés González,False,1977-10-13,48,0.035
Valentina,Gutiérrez Rojas,Colòmbia,Medellín,2,10,1959,Mujer,1788.4799999999998,Sí,,Grup B,Valentina Gutiérrez Rojas,False,1959-10-02,66,0.035
Toni,Sánchez Sánchez,Espanya,València,20,1,1989,Hombre,2373.2549999999997,No,1.0,Grup B,Toni Sánchez Sánchez,True,1989-01-20,37,0.035
Arnau,Martínez Sánchez,Espanya,Barcelona,20,6,1971,Hombre,1421.0549999999998,No,1.0,Grup B,Arnau Martínez Sánchez,True,1971-06-20,54,0.035
Toni,Sánchez,Espanya,Madrid,6,3,1996,Hombre,2123.8199999999997,No,1.0,Grup B,Toni Sánchez,True,1996-03-06,29,0.035
Oriol,Romero López,Espanya,Bilbao,3,5,1951,Hombre,2117.6099999999997,No,1.0,Grup B,Oriol Romero López,True,1951-05-03,74,0.035
Sofia,Silva Oliveira,Portugal,Lisboa,13,8,1977,,1499.715,No,1.0,Grup B,Sofia Silva Oliveira,False,1977-08-13,48,0.035
Tomás,Gómez,Argentina,Buenos Aires,3,10,1972,Hombre,1506.9599999999998,No,1.0,Grup B,Tomás Gómez,False,1972-10-03,53,0.035
Carla,Castells,Espanya,Barcelona,24,10,1962,Mujer,1291.6799999999998,Sí,,Grup B,Carla Castells,True,1962-10-24,63,0.035
Laia,López,Espanya,Madrid,15,10,1978,Mujer,1497.645,Sí,,Grup B,Laia López,True,1978-10-15,47,0.035
Giovanni,Ferrari,Itàlia,Torí,8,2,1964,Hombre,1519.3799999999999,No,1.0,Grup B,Giovanni Ferrari,False,1964-02-08,62,0.035
Núria,Romero,Espanya,Barcelona,24,12,1970,Mujer,2006.8649999999998,No,1.0,Grup B,Núria Romero,True,1970-12-24,55,0.035
Arnau,Ferrer Romero,Espanya,Madrid,2,7,1975,Hombre,2272.8599999999997,No,1.0,Grup B,Arnau Ferrer Romero,True,1975-07-02,50,0.035
Núria,Castells Ferrer,Espanya,Sevilla,13,10,2005,Mujer,2130.0299999999997,No,1.0,Grup B,Núria Castells Ferrer,True,2005-10-13,20,0.035
Matías,Rodríguez Gómez,Argentina,Buenos Aires,28,9,1957,Hombre,1514.205,Sí,,Grup B,Matías Rodríguez Gómez,False,1957-09-28,68,0.035
Laia,Sánchez,Espanya,Barcelona,27,1,1965,Mujer,1941.6599999999999,Sí,,Grup B,Laia Sánchez,True,1965-01-27,61,0.035
Matías,Álvarez,Argentina,Còrdova,24,8,1954,Hombre,1745.0099999999998,Sí,,Grup B,Matías Álvarez,False,1954-08-24,71,0.035
Florencia,Gómez Fernández,Argentina,Còrdova,12,7,1992,Mujer,1288.5749999999998,No,1.0,Grup B,Florencia Gómez Fernández,False,1992-07-12,33,0.035
Marta,Sánchez Romero,Espanya,Barcelona,5,6,1993,Mujer,1366.1999999999998,No,1.0,Grup B,Marta Sánchez Romero,True,1993-06-05,32,0.035
Pau,Romero Martínez,Espanya,Barcelona,16,9,1974,Hombre,1814.3549999999998,No,1.0,Grup B,Pau Romero Martínez,True,1974-09-16,51,0.035
Gabriela,González Cruz,Mèxic,Ciutat de Mèxic,20,2,1985,,1638.405,No,1.0,Grup B,Gabriela González Cruz,False,1985-02-20,41,0.035
Laia,Castells,Espanya,Bilbao,23,4,1998,Mujer,1850.58,Sí,,Grup B,Laia Castells,True,1998-04-23,27,0.035
Clara,López,Espanya,Madrid,12,5,1989,Mujer,1449.0,No,1.0,Grup B,Clara López,True,1989-05-12,36,0.035
Laia,Sánchez,Espanya,Bilbao,19,5,1970,Otros,2056.5449999999996,Sí,,Grup B,Laia Sánchez,True,1970-05-19,55,0.035
João,Silva,Portugal,Porto,23,10,1970,Hombre,2053.44,Sí,,Grup B,João Silva,False,1970-10-23,55,0.035
Antoine,Lefevre Girard,França,Marsella,22,12,1981,Hombre,1676.6999999999998,Sí,,Grup B,Antoine Lefevre Girard,False,1981-12-22,44,0.035
Michel,Moreau,França,Marsella,27,6,1978,Hombre,2157.975,Sí,,Grup B,Michel Moreau,False,1978-06-27,47,0.035
Joan,López,Espanya,València,15,10,1982,Hombre,2370.1499999999996,No,1.0,Grup B,Joan López,True,1982-10-15,43,0.035
Marta,López López,Espanya,Sevilla,24,2,1986,Mujer,1337.2199999999998,No,1.0,Grup B,Marta López López,True,1986-02-24,40,0.035
Laia,López López,Espanya,València,8,5,1962,Mujer,1281.33,Sí,,Grup B,Laia López López,True,1962-05-08,63,0.035
Pau,López Martínez,Espanya,Sevilla,17,12,1958,Hombre,1458.3149999999998,No,1.0,Grup B,Pau López Martínez,True,1958-12-17,67,0.035
Eva,López Ferrer,Espanya,Bilbao,24,12,1952,Mujer,2086.56,No,1.0,Grup B,Eva López Ferrer,True,1952-12-24,73,0.035
Clara,García Ferrer,Espanya,Barcelona,10,10,1956,Mujer,2055.5099999999998,No,1.0,Grup B,Clara García Ferrer,True,1956-10-10,69,0.035
Núria,López,Espanya,Sevilla,14,4,1969,Mujer,1848.5099999999998,No,1.0,Grup B,Núria López,True,1969-04-14,56,0.035
Clara,Martínez Romero,Espanya,València,1,10,1975,Mujer,2047.2299999999998,Sí,,Grup B,Clara Martínez Romero,True,1975-10-01,50,0.035
Camille,Moreau Moreau,França,Lió,16,7,1993,Mujer,2030.6699999999998,No,1.0,Grup B,Camille Moreau Moreau,False,1993-07-16,32,0.035
William,Smith Smith,Regne Unit,Londres,1,12,1952,Hombre,1700.5049999999999,Sí,,Grup B,William Smith Smith,False,1952-12-01,73,0.035
Arnau,Romero,Espanya,Bilbao,18,11,1967,Hombre,1755.36,No,1.0,Grup B,Arnau Romero,True,1967-11-18,58,0.035
Jordi,Martínez Ferrer,Espanya,València,17,6,1950,Hombre,2360.835,Sí,,Grup B,Jordi Martínez Ferrer,True,1950-06-17,75,0.035
Laia,Martínez,Espanya,Madrid,9,9,1977,Mujer,2124.855,No,1.0,Grup B,Laia Martínez,True,1977-09-09,48,0.035
Oriol,Sánchez,Espanya,Sevilla,1,4,1969,Hombre,1472.8049999999998,No,1.0,Grup B,Oriol Sánchez,True,1969-04-01,56,0.035
Laia,Sánchez Sánchez,Espanya,València,25,9,1995,,1403.4599999999998,No,1.0,Grup B,Laia Sánchez Sánchez,True,1995-09-25,30,0.035
Daniela,Castro,Colòmbia,Bogotà,9,3,1980,Mujer,1728.4499999999998,Sí,,Grup B,Daniela Castro,False,1980-03-09,45,0.035
Toni,Castells,Espanya,Bilbao,25,7,1966,Hombre,2206.62,No,1.0,Grup B,Toni Castells,True,1966-07-25,59,0.035
Rui,Oliveira Silva,Portugal,Lisboa,25,8,1992,Hombre,1727.415,No,1.0,Grup B,Rui Oliveira Silva,False,1992-08-25,33,0.035
Marta,Romero Romero,Espanya,Sevilla,24,9,1991,Mujer,1687.05,No,1.0,Grup B,Marta Romero Romero,True,1991-09-24,34,0.035
Anna,Ferrer,Espanya,Barcelona,25,11,1967,Mujer,1457.28,No,1.0,Grup B,Anna Ferrer,True,1967-11-25,58,0.035
Chloé,Moreau,França,Lió,21,2,1989,Mujer,1491.435,No,1.0,Grup B,Chloé Moreau,False,1989-02-21,37,0.035
Joan,Sánchez,Espanya,Bilbao,13,12,1974,Otros,1880.5949999999998,No,1.0,Grup B,Joan Sánchez,True,1974-12-13,51,0.035
Joan,Sánchez Sánchez,Espanya,Madrid,28,7,2005,,1482.12,No,1.0,Grup B,Joan Sánchez Sánchez,True,2005-07-28,20,0.035
Pau,García López,Espanya,Sevilla,22,8,1996,Hombre,1395.1799999999998,Sí,,Grup B,Pau García López,True,1996-08-22,29,0.035
Arnau,García Ferrer,Espanya,València,20,1,1951,Hombre,2116.575,No,1.0,Grup B,Arnau García Ferrer,True,1951-01-20,75,0.035
Marta,López,Espanya,Barcelona,4,6,2002,Mujer,1210.9499999999998,Sí,,Grup B,Marta López,True,2002-06-04,23,0.035
Anna,López Sánchez,Espanya,Barcelona,19,9,1963,Mujer,1494.54,Sí,,Grup B,Anna López Sánchez,True,1963-09-19,62,0.035
Marc,Romero,Espanya,Barcelona,16,8,1986,Hombre,1721.205,No,1.0,Grup B,Marc Romero,True,1986-08-16,39,0.035
Pau,Ferrer Ferrer,Espanya,València,9,11,1991,Hombre,1444.86,Sí,,Grup B,Pau Ferrer Ferrer,True,1991-11-09,34,0.035
Alessia,Russo Russo,Itàlia,Roma,14,2,1983,Mujer,1405.53,No,1.0,Grup B,Alessia Russo Russo,False,1983-02-14,43,0.035
Núria,Sánchez García,Espanya,Madrid,14,1,1966,Mujer,2027.5649999999998,Sí,,Grup B,Núria Sánchez García,True,1966-01-14,60,0.035
Michel,Moreau,França,Lió,12,12,1992,Hombre,2072.0699999999997,Sí,,Grup B,Michel Moreau,False,1992-12-12,33,0.035
Jordi,García,Espanya,Bilbao,11,1,1970,Hombre,1757.4299999999998,Sí,,Grup B,Jordi García,True,1970-01-11,56,0.035
Joan,López Castells,Espanya,Barcelona,1,4,1984,,1609.425,Sí,,Grup B,Joan López Castells,True,1984-04-01,41,0.035
Laia,Romero,Espanya,Sevilla,16,11,1962,Mujer,1253.385,Sí,,Grup B,Laia Romero,True,1962-11-16,63,0.035
Marta,Romero,Espanya,Bilbao,25,7,1973,Mujer,1887.84,No,1.0,Grup B,Marta Romero,True,1973-07-25,52,0.035
Eva,Sánchez,Espanya,València,18,2,1971,Mujer,2160.0449999999996,No,1.0,Grup B,Eva Sánchez,True,1971-02-18,55,0.035
Núria,Romero López,Espanya,Bilbao,15,6,1999,,1693.2599999999998,Sí,,Grup B,Núria Romero López,True,1999-06-15,26,0.035
Toni,Sánchez,Espanya,Bilbao,26,9,1992,Hombre,1405.53,No,1.0,Grup B,Toni Sánchez,True,1992-09-26,33,0.035
Jordi,Romero,Espanya,Barcelona,12,12,1950,Hombre,2331.855,Sí,,Grup B,Jordi Romero,True,1950-12-12,75,0.035
Marc,Martínez,Espanya,Bilbao,7,7,1988,Hombre,2033.7749999999999,No,1.0,Grup B,Marc Martínez,True,1988-07-07,37,0.035
Pau,Ferrer,Espanya,Madrid,24,11,1997,Hombre,2300.805,No,1.0,Grup B,Pau Ferrer,True,1997-11-24,28,0.035
Arnau,Ferrer,Espanya,Bilbao,20,5,1961,Hombre,1392.0749999999998,No,1.0,Grup B,Arnau Ferrer,True,1961-05-20,64,0.035
Oriol,Martínez López,Espanya,Barcelona,24,6,1980,Hombre,2136.24,No,1.0,Grup B,Oriol Martínez López,True,1980-06-24,45,0.035
Oriol,Martínez,Espanya,València,21,12,1986,Hombre,1826.7749999999999,No,1.0,Grup B,Oriol Martínez,True,1986-12-21,39,0.035
Joan,García,Espanya,Sevilla,23,3,2003,,1651.86,Sí,,Grup B,Joan García,True,2003-03-23,22,0.035
Pau,Martínez Romero,Espanya,Barcelona,26,7,1986,Hombre,1799.8649999999998,No,1.0,Grup B,Pau Martínez Romero,True,1986-07-26,39,0.035
Arnau,García Ferrer,Espanya,Barcelona,1,6,1979,Hombre,1776.06,Sí,,Grup B,Arnau García Ferrer,True,1979-06-01,46,0.035
Toni,Martínez,Espanya,Bilbao,25,12,1974,Hombre,1398.2849999999999,No,1.0,Grup B,Toni Martínez,True,1974-12-25,51,0.035
Giulia,Russo,Itàlia,Torí,14,6,2005,Mujer,1447.965,Sí,,Grup B,Giulia Russo,False,2005-06-14,20,0.035
Oriol,Sánchez,Espanya,Bilbao,11,9,1989,Hombre,2189.0249999999996,Sí,,Grup B,Oriol Sánchez,True,1989-09-11,36,0.035
Carla,López Martínez,Espanya,Madrid,14,10,1962,Otros,1603.215,No,1.0,Grup B,Carla López Martínez,True,1962-10-14,63,0.035
Anna,Ferrer Sánchez,Espanya,Barcelona,25,8,1965,,1487.2949999999998,Sí,,Grup B,Anna Ferrer Sánchez,True,1965-08-25,60,0.035
Núria,García Ferrer,Espanya,Bilbao,11,4,1982,Mujer,1819.53,Sí,,Grup B,Núria García Ferrer,True,1982-04-11,43,0.035
Joan,Romero García,Espanya,València,4,3,1956,Hombre,2293.56,No,1.0,Grup B,Joan Romero García,True,1956-03-04,69,0.035
Oriol,Ferrer,Espanya,Madrid,2,4,1974,Hombre,1370.34,Sí,,Grup B,Oriol Ferrer,True,1974-04-02,51,0.035
Sophie,Taylor Smith,Regne Unit,Londres,26,12,2005,Mujer,1721.205,No,1.0,Grup B,Sophie Taylor Smith,False,2005-12-26,20,0.035
Joan,López,Espanya,València,28,3,1995,Hombre,2227.3199999999997,No,1.0,Grup B,Joan López,True,1995-03-28,30,0.035
Valentina,Torres Rojas,Colòmbia,Medellín,22,10,1957,Mujer,1491.435,No,1.0,Grup B,Valentina Torres Rojas,False,1957-10-22,68,0.035
Anna,García,Espanya,València,22,11,1976,Mujer,1605.2849999999999,Sí,,Grup B,Anna García,True,1976-11-22,49,0.035
Anna,López López,Espanya,València,7,7,1988,Mujer,1375.5149999999999,Sí,,Grup B,Anna López López,True,1988-07-07,37,0.035
Pau,Ferrer García,Espanya,Barcelona,21,6,1990,Hombre,1510.0649999999998,Sí,,Grup B,Pau Ferrer García,True,1990-06-21,35,0.035
Florencia,Fernández,Argentina,Còrdova,14,10,1979,Mujer,1251.3149999999998,No,1.0,Grup B,Florencia Fernández,False,1979-10-14,46,0.035
Carlos,Ramírez,Mèxic,Guadalajara,21,3,1959,Hombre,1516.2749999999999,Sí,,Grup B,Carlos Ramírez,False,1959-03-21,66,0.035
Anna,García,Espanya,Barcelona,22,12,1999,Mujer,1553.5349999999999,No,1.0,Grup B,Anna García,True,1999-12-22,26,0.035
Toni,Romero Romero,Espanya,Madrid,15,2,1984,Otros,1819.53,Sí,,Grup B,Toni Romero Romero,True,1984-02-15,42,0.035
Salma,Zahraoui,Marroc,Casablanca,18,4,1999,Mujer,1213.02,No,1.0,Grup B,Salma Zahraoui,False,1999-04-18,26,0.035
Eva,Martínez López,Espanya,Barcelona,11,4,1958,Mujer,1397.25,No,1.0,Grup B,Eva Martínez López,True,1958-04-11,67,0.035
Rui,Silva Silva,Portugal,Lisboa,6,5,1958,Hombre,1311.3449999999998,No,1.0,Grup B,Rui Silva Silva,False,1958-05-06,67,0.035
Carla,Romero,Espanya,Madrid,18,3,1964,Mujer,1736.7299999999998,Sí,,Grup B,Carla Romero,True,1964-03-18,61,0.035
Laia,Ferrer,Espanya,Barcelona,2,2,1953,Mujer,1441.7549999999999,Sí,,Grup B,Laia Ferrer,True,1953-02-02,73,0.035
Toni,Romero,Espanya,Barcelona,23,8,2001,Hombre,2263.5449999999996,No,1.0,Grup B,Toni Romero,True,2001-08-23,24,0.035
Marta,López,Espanya,Madrid,13,3,1999,Mujer,1227.51,No,1.0,Grup B,Marta López,True,1999-03-13,26,0.035
Carla,Ferrer Martínez,Espanya,València,3,5,1992,Mujer,1773.9899999999998,No,1.0,Grup B,Carla Ferrer Martínez,True,1992-05-03,33,0.035
Toni,Sánchez,Espanya,Madrid,13,3,1976,,1777.0949999999998,Sí,,Grup B,Toni Sánchez,True,1976-03-13,49,0.035
Marta,Ferrer Ferrer,Espanya,Sevilla,1,6,1951,Mujer,1258.56,No,1.0,Grup B,Marta Ferrer Ferrer,True,1951-06-01,74,0.035
